รหัสพรรณไม้,ชื่อพรรณไม้,ชื่อวิทยาศาสตร์,ชื่อวงศ์,ลักษณะวิสัย,ลักษณะเด่นของพืช,บริเวณที่พบ
7-31170-001-028/13,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-028/14,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-028/15,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-029/1,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/2,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/3,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/4,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/5,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/6,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/7,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/8,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/9,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/10,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/11,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/12,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/13,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/14,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/15,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-029/16,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-029/17,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-029/18,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-029/19,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/20,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/21,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/22,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/23,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/24,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/25,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/26,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/27,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/28,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-029/29,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 6 หน้าอาคาร 1
7-31170-001-029/30,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-029/31,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-029/32,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-029/33,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-029/34,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-029/35,เต่าร้าง,Caryota bacsonensis Magalon,PALMAE (ARECACEAE),ปาล์ม,ก้านใบเป็นกาบหุ้มลำต้น,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-030/1,กระถินบ้าน (ภาคกลาง) กะเส็ดโคก กะเส็ดบก (ราชบุรี) ตอเบา สะตอเทศ สะตอเบา (ภาคใต้) ผักก้านถิน (เชียงใหม่) ผักหนองบก (ภาคเหนือ) กระถินยักษ์,Leucaena leucocephala (Lam.) de Wit,LEGUMINOSAE-MIMOSOIDEAE (MIMOSACEAE),ไม้ต้น,ผลอ่อนรับประทานได้ เมล็ดที่โตเต็มที่รับประทานได้ มีกลิ่นอ่อนๆ,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
